,budget_(in_US-Dollars),revenue_(in_US-Dollars),profit_(in_US_Dollars),original_title,cast,director,tagline,runtime,genres,release_date,release_year
8683,26000000,71000000,45000000,"O Brother, Where Art Thou?",George Clooney|John Turturro|Tim Blake Nelson|John Goodman|Holly Hunter,Joel Coen,They have a plan...but not a clue.,106,Action|Adventure|Comedy,2000-08-30,2000
8684,23000000,53187659,30187659,Pitch Black,Vin Diesel|Radha Mitchell|Cole Hauser|Rhiana Griffith|Lewis Fitz-Gerald,David Twohy,Don't be afraid of the dark. Be afraid of what's in the dark,109,Thriller|Science Fiction|Action,2000-02-18,2000
8685,26000000,28780255,2780255,Boiler Room,Giovanni Ribisi|Vin Diesel|Nia Long|Tom Everett Scott|Ben Affleck,Ben Younger,Welcome to the new American dream.,118,Crime|Drama|Thriller,2000-02-18,2000
8686,95000000,76432727,-18567273,The Road to El Dorado,Kenneth Branagh|Kevin Kline|Rosie Perez|Armand Assante|Edward James Olmos,Don Michael Paul|Bibo Bergeron,They came for the gold... they stayed for the adventure.,89,Adventure|Animation|Comedy|Family,2000-03-31,2000
8687,45000000,212000000,167000000,Miss Congeniality,Sandra Bullock|Benjamin Bratt|Michael Caine|Candice Bergen|William Shatner,Donald Petrie,Never Mess With An Agent In A Dress.,111,Comedy|Crime|Action,2000-12-14,2000
8688,31000000,68106245,37106245,Frequency,Dennis Quaid|Jim Caviezel|Andre Braugher|Elizabeth Mitchell|Noah Emmerich,Gregory Hoblit,The future is listening.,118,Crime|Drama|Science Fiction|Thriller,2000-04-28,2000
8689,4500000,7390108,2890108,Requiem for a Dream,Ellen Burstyn|Jared Leto|Jennifer Connelly|Marlon Wayans|Christopher McDonald,Darren Aronofsky,,102,Drama,2000-10-27,2000
8690,40000000,55707411,15707411,Pay It Forward,Kevin Spacey|Helen Hunt|Haley Joel Osment|Jay Mohr|Jim Caviezel,Mimi Leder,"When someone does you a big favor, don't pay it back... Pay It Forward",122,Drama|Romance,2000-10-12,2000
8692,95000000,190213455,95213455,Hollow Man,Elisabeth Shue|Kevin Bacon|Josh Brolin|Kim Dickens|Rhona Mitra,Paul Verhoeven,What would you do if you knew you couldn't be seen?,112,Action|Science Fiction|Thriller,2000-08-04,2000
8693,30000000,173959438,143959438,Big Momma's House,Martin Lawrence|Nia Long|Paul Giamatti|Jascha Washington|Terrence Howard,Raja Gosnell,This FBI agent is going undercover... and he's concealing more than a weapon.,98,Crime|Comedy,2000-05-31,2000
8694,7000000,34266564,27266564,American Psycho,Christian Bale|Willem Dafoe|Jared Leto|Josh Lucas|Samantha Mathis,Mary Harron,I think my mask of sanity is about to slip.,102,Thriller|Drama|Crime,2000-04-13,2000
8695,12800000,40031879,27231879,Dancer in the Dark,BjÃ¶rk|Catherine Deneuve|David Morse|Peter Stormare|Joel Grey,Lars von Trier,You don't need eyes to see.,140,Drama|Crime|Music,2000-05-17,2000
8696,16000000,119754278,103754278,Road Trip,Breckin Meyer|Seann William Scott|Amy Smart|Paulo Costanzo|DJ Qualls,Todd Phillips,The greatest college tradition of all.,93,Comedy|Adventure,2000-05-19,2000
8697,30000000,136706683,106706683,Remember the Titans,Denzel Washington|Will Patton|Ryan Hurst|Wood Harris|Hayden Panettiere,Boaz Yakin,"Before they could win, they had to become one.",113,Drama,2000-09-29,2000
8698,10000000,12008642,2008642,The Gift,Cate Blanchett|Giovanni Ribisi|Keanu Reeves|Katie Holmes|Greg Kinnear,Sam Raimi,The only witness to the crime was not even there.,111,Horror|Drama|Thriller|Mystery,2000-12-22,2000
8699,80000000,39459427,-40540573,The Legend of Bagger Vance,Matt Damon|Bruce McGill|Charlize Theron|Will Smith|Joel Gretsch,Robert Redford,It Was Just A Moment Ago.,126,Fantasy|Drama,2000-11-02,2000
8700,48000000,207515725,159515725,Traffic,Michael Douglas|Benicio del Toro|Jacob Vargas|TomÃ¡s MiliÃ¡n|Russell G. Jones,Steven Soderbergh,No one gets away clean,148,Drama,2000-12-27,2000
8701,13000000,73180723,60180723,"Dude, Whereâ€™s My Car?",Ashton Kutcher|Seann William Scott|Kristy Swanson|Jennifer Garner|Marla Sokoloff,Danny Leiner,"After a night they can't remember, comes a day they'll never forget.",83,Comedy,2000-12-15,2000
8702,60000000,124745083,64745083,The Family Man,Nicolas Cage|TÃ©a Leoni|Don Cheadle|Saul Rubinek|Amber Valletta,Brett Ratner,"What if you made different choices? What if you said yes, instead of no? What if you got a second chance?",125,Comedy|Drama|Romance|Fantasy,2000-12-12,2000
8704,82000000,96085477,14085477,The 6th Day,Arnold Schwarzenegger|Michael Rapaport|Tony Goldwyn|Michael Rooker|Sarah Wynter,Roger Spottiswoode,Are You Who You Think You Are,123,Action|Mystery|Science Fiction|Thriller,2000-11-17,2000
8705,15000000,35007180,20007180,The Skulls,Joshua Jackson|Paul Walker|Hill Harper|Leslie Bibb|Christopher McDonald,Rob Cohen,Getting in is easy. Getting out is a killer.,106,Crime|Drama|Thriller,2000-03-31,2000
8707,51000000,149270999,98270999,"Me, Myself & Irene",Jim Carrey|RenÃ©e Zellweger|Anthony Anderson|Robert Forster|Richard Jenkins,Peter Farrelly|Bobby Farrelly,From gentle to mental.,116,Comedy,2000-06-22,2000
8708,55000000,56932305,1932305,Shanghai Noon,Jackie Chan|Owen Wilson|Lucy Liu|Xander Berkeley|Roger Yuan,Tom Dey,The old west meets the far east.,110,Adventure|Action|Comedy|Western,2000-05-26,2000
8709,75000000,248118121,173118121,Unbreakable,Bruce Willis|Samuel L. Jackson|Robin Wright|Spencer Treat Clark|John Patrick Amedori,M. Night Shyamalan,Some things are only revealed by accident.,106,Action|Fantasy|Thriller,2000-11-13,2000
8710,65000000,128884132,63884132,Space Cowboys,Clint Eastwood|Tommy Lee Jones|Donald Sutherland|James Garner|James Cromwell,Clint Eastwood,Space will never be the same.,130,Action|Adventure|Thriller,2000-07-31,2000
8711,41300000,106371651,65071651,The Whole Nine Yards,Bruce Willis|Matthew Perry|Rosanna Arquette|Michael Clarke Duncan|Kevin Pollak,Jonathan Lynn,"In the heart of suburbia, a hit man with heart has just moved in.",98,Comedy|Crime,2000-02-18,2000
8712,60000000,47383689,-12616311,Almost Famous,Kate Hudson|Billy Crudup|Frances McDormand|Jason Lee|Patrick Fugit,Cameron Crowe,Experience it. Enjoy it. Just don't fall for it.,122,Drama|Music,2000-09-15,2000
8713,28000000,90449929,62449929,Bring It On,Kirsten Dunst|Jesse Bradford|Huntley Ritter|Eliza Dushku|Gabrielle Union,Peyton Reed,May the best moves win.,98,Comedy,2000-08-25,2000
8714,25000000,152500343,127500343,Chocolat,Juliette Binoche|Alfred Molina|Johnny Depp|Carrie-Anne Moss|Judi Dench,Lasse HallstrÃ¶m,...and the world is still indulging!,121,Comedy|Drama|Romance,2000-12-14,2000
8715,30000000,47126295,17126295,High Fidelity,John Cusack|Iben Hjejle|Todd Louiso|Jack Black|Lisa Bonet,Stephen Frears,"A comedy about fear of commitment, hating your job, falling in love and other pop favorites.",113,Comedy|Drama|Romance|Music,2000-03-17,2000
8716,80000000,33463969,-46536031,Red Planet,Val Kilmer|Carrie-Anne Moss|Benjamin Bratt|Tom Sizemore|Simon Baker,Antony Hoffman,Not A Sound. Not A Warning. Not A Chance. Not Alone.,106,Thriller|Action|Science Fiction,2000-11-10,2000
8717,90000000,60874615,-29125385,Mission to Mars,Gary Sinise|Tim Robbins|Don Cheadle|Connie Nielsen|Jerry O'Connell,Brian De Palma,Let There Be Life.,114,Science Fiction,2000-03-10,2000
8718,33000000,104155843,71155843,The Cell,Jennifer Lopez|Vincent D'Onofrio|Vince Vaughn|Marianne Jean-Baptiste|Catherine Sutherland,Tarsem Singh,Enter The Mind Of A Killer,107,Horror|Science Fiction|Thriller,2000-08-17,2000
8719,46000000,107196498,61196498,Shaft,Samuel L. Jackson|Jeffrey Wright|Christian Bale|Busta Rhymes|Dan Hedaya,John Singleton,"Still the man, any questions?",99,Action|Adventure|Crime|Thriller,2000-06-15,2000
8721,63600000,19412993,-44187007,Get Carter,Sylvester Stallone|Miranda Richardson|Rachael Leigh Cook|Mickey Rourke|Johnny Strong,Stephen T. Kay,The Truth Hurts,102,Action|Drama|Thriller|Crime,2000-10-06,2000
8724,83000000,59468275,-23531725,The Flintstones in Viva Rock Vegas,Mark Addy|Stephen Baldwin|Kristen Johnston|Jane Krakowski|Joan Collins,Brian Levant,Get ready to rock!,90,Science Fiction|Comedy|Family|Romance,2000-04-28,2000
8726,80000000,34566746,-45433254,Thirteen Days,Kevin Costner|Bruce Greenwood|Steven Culp|Dylan Baker|Shawn Driscoll,Roger Donaldson,You'll never believe how close we came,145,Drama|Thriller,2000-12-24,2000
8727,40000000,144056873,104056873,The Beach,Leonardo DiCaprio|Guillaume Canet|Tilda Swinton|Virginie Ledoyen|Staffan Kihlbom,Danny Boyle,Somewhere on this planet it must exist.,119,Drama|Adventure|Romance|Thriller,2000-02-11,2000
8730,120000000,325756637,205756637,The Perfect Storm,George Clooney|Mark Wahlberg|Diane Lane|John C. Reilly|William Fichtner,Wolfgang Petersen,The storm is coming.,130,Drama,2000-03-15,2000
8734,75000000,36754634,-38245366,Titan A.E.,Matt Damon|Bill Pullman|Drew Barrymore|John Leguizamo|Nathan Lane,Don Bluth|Gary Goldman,"When Earth Ends, The Adventure Begins.",94,Animation|Action|Science Fiction|Family|Adventure,2000-06-16,2000
8736,40000000,161834276,121834276,Scream 3,David Arquette|Neve Campbell|Courteney Cox|Patrick Dempsey|Scott Foley,Wes Craven,Someone has taken their love of trilogies one step too far.,116,Horror|Mystery,2000-02-03,2000
8738,75000000,215663859,140663859,Vertical Limit,Chris O'Donnell|Robin Tunney|Bill Paxton|Scott Glenn|Izabella Scorupco,Martin Campbell,The Mountain Will Decide.,124,Action|Adventure|Thriller,2000-12-08,2000
8739,42000000,32168970,-9831030,Reindeer Games,Ben Affleck|Gary Sinise|Charlize Theron|Dennis Farina|Donal Logue,John Frankenheimer,The trap is set. The game is on.,124,Thriller,2000-02-25,2000
8743,30000000,45554533,15554533,The Tigger Movie,Jim Cummings|Nikita Hopkins|Ken Sansom|John Fiedler|Peter Cullen,Jun Falkenstein,,77,Animation|Family,2000-02-11,2000
8744,11000000,59827328,48827328,Next Friday,Ice Cube|Mike Epps|Justin Pierce|John Witherspoon|Don Curry,Steve Carr,The suburbs make the hood look good.,98,Comedy,2000-01-12,2000
8745,28000000,33000337,5000337,Dracula 2000,Gerard Butler|Christopher Plummer|Jonny Lee Miller|Justine Waddell|Jennifer Esposito,Patrick Lussier,The Most Seductive Evil of All Time Has Now Been Unleashed in Ours.,99,Horror|Thriller,2000-12-22,2000
8746,16000000,109130,-15890870,The Weight of Water,Sean Penn|Catherine McCormack|Elizabeth Hurley|Sarah Polley|Josh Lucas,Kathryn Bigelow,Hell hath no fury...,113,Crime|Drama|Mystery,2000-09-25,2000
8749,14000000,38574362,24574362,Urban Legends: Final Cut,Jennifer Morrison|Matthew Davis|Loretta Devine|Hart Bochner|Anthony Anderson,John Ottman,Legends Never Die.,97,Horror,2000-09-19,2000
8750,32000000,48814909,16814909,Men of Honor,Robert De Niro|Cuba Gooding Jr.|Charlize Theron|Aunjanue Ellis|Hal Holbrook,"George Tillman, Jr.",History is made by those who break the rules.,129,Drama,2000-09-13,2000
8751,100000000,155464351,55464351,What Lies Beneath,Harrison Ford|Michelle Pfeiffer|Diana Scarwid|James Remar|Miranda Otto,Robert Zemeckis,He was the perfect husband until his one mistake followed them home.,130,Drama|Horror|Mystery|Thriller,2000-07-21,2000
8752,60000000,71000000,11000000,Rules of Engagement,Tommy Lee Jones|Samuel L. Jackson|Guy Pearce|Ben Kingsley|Bruce Greenwood,William Friedkin,A hero should never have to stand alone.,128,Action|Adventure|Drama|History|War,2000-04-07,2000
8753,43000000,80049764,37049764,Finding Forrester,Sean Connery|Rob Brown|F. Murray Abraham|Anna Paquin|Busta Rhymes,Gus Van Sant,"In an ordinary place, he found the one person to make his life extraordinary.",136,Drama,2000-12-21,2000
8757,16000000,20627372,4627372,Boys and Girls,Freddie Prinze Jr.|Claire Forlani|Jason Biggs|Amanda Detmer,Robert Iscove,Warning: Sex Changes Everything,94,Comedy|Drama|Romance,2000-06-16,2000
8759,85000000,183611771,98611771,102 Dalmatians,Glenn Close|Ioan Gruffudd|Alice Evans|Tim McInnerny|GÃ©rard Depardieu,Kevin Lima,Meet Two Unlikely Heroes With A Bone To Pick.,100,Comedy|Family,2000-10-07,2000
8760,84000000,123307945,39307945,Nutty Professor II: The Klumps,Eddie Murphy|Janet Jackson|Larry Miller|John Ales|Richard Gant,Peter Segal,The Klumps are back!,106,Fantasy|Comedy|Romance|Science Fiction,2000-07-27,2000
8762,30000000,37036004,7036004,Keeping the Faith,Ben Stiller|Edward Norton|Jenna Elfman|Anne Bancroft|Eli Wallach,Edward Norton,"If you have to believe in something, you may as well believe in love.",127,Comedy,2000-04-14,2000
8765,90000000,14828081,-75171919,Supernova,James Spader|Angela Bassett|Robert Forster|Lou Diamond Phillips|Peter Facinelli,Walter Hill|Jack Sholder,"In the farthest reaches of space, something has gone terribly wrong.",91,Science Fiction,2000-01-14,2000
8769,35000000,36779296,1779296,Bounce,Ben Affleck|Gwyneth Paltrow|Joe Morton|Natasha Henstridge|Tony Goldwyn,Don Roos,Two strangers fell in love. One knew it wasn't by chance.,106,Drama|Romance,2000-11-15,2000
8775,40000000,30199105,-9800895,The Art of War,Wesley Snipes|Donald Sutherland|Maury Chaykin|Anne Archer|Michael Biehn,Christian Duguay,Who is your foe?,117,Action|Adventure|Thriller,2000-08-23,2000
8776,15000000,9902115,-5097885,Whatever It Takes,Jodi Lyn O'Keefe|Shane West|Marla Sokoloff|James Franco|Aaron Paul,David Raynr,How low will they go to get the girls of their dreams?,94,Drama|Comedy|Romance,2000-03-31,2000
8778,65000000,69700000,4700000,The Kid,Bruce Willis|Spencer Breslin|Emily Mortimer|Lily Tomlin|Chi McBride,Jon Turteltaub,Nobody ever grows up quite like they imagined.,104,Fantasy|Comedy|Family,2000-07-07,2000
8781,25000000,15843608,-9156392,Highlander: Endgame,Christopher Lambert|Bruce Payne|Adrian Paul|Donnie Yen|Lisa Barbuscia,Douglas Aarniokoski,"It will take two immortals to defeat the ultimate evil. But in the end, there can be only one.",87,Action|Fantasy|Science Fiction,2000-09-01,2000
8782,20000000,27728118,7728118,Love & Basketball,"Chris Warren, Jr.|Kyla Pratt|Sanaa Lathan|Omar Epps|Alfre Woodard",Gina Prince-Bythewood,All's fair in love and basketball.,124,Action|Comedy|Drama|Romance,2000-04-21,2000
8788,14000000,5108820,-8891180,Gossip,Joshua Jackson|James Marsden|Kate Hudson|Lena Headey|Norman Reedus,Davis Guggenheim,"It can turn you on, or turn on you.",90,Drama|Mystery|Thriller,2000-04-21,2000
8789,13500000,7060876,-6439124,Quills,Geoffrey Rush|Kate Winslet|Joaquin Phoenix|Michael Caine|Billie Whitelaw,Philip Kaufman,There are no bad words... only bad deeds.,124,Drama,2000-11-22,2000
8791,25000000,24362772,-637228,The Next Best Thing,Madonna|Rupert Everett|Benjamin Bratt|Malcolm Stumpf|Josef Sommer,John Schlesinger,Best Friends Make The Best Mistakes,108,Comedy|Drama,2000-03-03,2000
8793,35000000,15185241,-19814759,Dungeons & Dragons,Justin Whalin|Jeremy Irons|Thora Birch|Bruce Payne|Zoe McLellan,Courtney Solomon,This is no game.,107,Action|Adventure|Fantasy|Science Fiction,2000-12-08,2000
8795,24000000,13700000,-10300000,The Ladies Man,Tim Meadows|Karyn Parsons|Billy Dee Williams|John Witherspoon|Jill Talley,Reginald Hudlin,He's cool. He's clean. He's a love machine.,84,Comedy,2000-10-13,2000
8797,2000000,1568749,-431251,Hamlet,Ethan Hawke|Kyle MacLachlan|Diane Venora|Sam Shepard|Julia Stiles,Michael Almereyda,"Passion, Betrayal, Revenge, A hostile takeover is underway.",112,Drama,2000-05-12,2000
8798,25000000,260562,-24739438,Under Suspicion,Gene Hackman|Morgan Freeman|Thomas Jane|Monica Bellucci|Nydia Caro,Stephen Hopkins,,110,Mystery|Thriller,2000-09-24,2000
8799,24000000,12372410,-11627590,Ready to Rumble,David Arquette|Scott Caan|Oliver Platt|Rose McGowan|Bill Goldberg,Brian Robbins,They're headed to the big time...face first.,107,Action|Comedy|Drama,2000-04-07,2000
8801,18000000,17200925,-799075,Center Stage,Amanda Schull|Zoe Saldana|Susan May Pratt|Peter Gallagher|Scottie Thompson,Nicholas Hytner,Life doesn't hold tryouts.,115,Drama|Music,2000-05-12,2000
8804,24000000,36609995,12609995,Return to Me,David Duchovny|Minnie Driver|Carroll O'Connor|Robert Loggia|Jim Belushi,Bonnie Hunt,A comedy straight from the heart,115,Romance|Comedy|Drama,2000-04-07,2000
8808,10000000,26330482,16330482,Saving Grace,Brenda Blethyn|Craig Ferguson|Martin Clunes|TchÃ©ky Karyo|Jamie Foreman,Nigel Cole,,93,Crime|Comedy,2000-01-24,2000
8809,1000000,1744858,744858,The Broken Hearts Club: A Romantic Comedy,Ben Weber|Timothy Olyphant|Matt McGrath|Zach Braff|Dean Cain,Greg Berlanti,,94,Comedy|Drama|Romance,2000-02-01,2000
8815,16000000,15427192,-572808,Drowning Mona,Danny DeVito|Bette Midler|Neve Campbell|Jamie Lee Curtis|Casey Affleck,Nick Gomez,"The death of Mona Dearly wasn't so much a whodunnit, as a who didn't.",96,Comedy|Crime|Mystery,2000-03-03,2000
8817,10000000,1631839,-8368161,Gun Shy,Sandra Bullock|Liam Neeson|Oliver Platt|JosÃ© ZÃºÃ±iga|Michael DeLorenzo,Eric Blakeney,The Agency's best has a bad case of nerves.,101,Action|Comedy|Romance|Thriller,2000-02-04,2000
8826,75000000,157299717,82299717,X-Men,Patrick Stewart|Hugh Jackman|Ian McKellen|Halle Berry|Famke Janssen,Bryan Singer,Evolution Begins,104,Adventure|Action|Science Fiction,2000-07-13,2000
8860,22000000,13555988,-8444012,The Little Vampire,Richard E. Grant|Jonathan Lipnicki|Jim Carter|Alice Krige|Pamela Gidley,Uli Edel,"They're not just best friends, they're blood brothers.",95,Horror|Family|Foreign,2000-10-27,2000
8862,8000000,8279017,279017,Shadow of the Vampire,John Malkovich|Willem Dafoe|Udo Kier|Cary Elwes|Catherine McCormack,E. Elias Merhige,An Unspeakable Horror. A Creative Genius. Captured For Eternity.,92,Drama|Horror,2000-05-15,2000
8866,76000000,35134820,-40865180,The Adventures of Rocky & Bullwinkle,Rene Russo|Jason Alexander|Piper Perabo|Randy Quaid|Robert De Niro,Des McAnuff,This summer it's not the same old bull.,88,Adventure|Animation|Action|Comedy|Family,2000-06-30,2000
8868,7000000,3728888,-3271112,The Big Kahuna,Kevin Spacey|Danny DeVito|Peter Facinelli|Paul Dawson|Christopher Donahue,John Swanbeck,,90,Comedy|Drama,2000-04-28,2000
8881,40000000,36037909,-3962091,Hanging Up,Meg Ryan|Diane Keaton|Lisa Kudrow|Walter Matthau|Adam Arkin,Diane Keaton,Every family has a few hang-ups.,94,Comedy|Drama,2000-02-16,2000
8883,15000000,5217498,-9782502,The In Crowd,Susan Ward|Lori Heuring|Matthew Settle|Nathan Bexton|Tess Harper,Mary Lambert,What would you do to get in?,105,Thriller,2000-07-19,2000
8888,28000000,32768670,4768670,Blade Runner,Harrison Ford|Rutger Hauer|Sean Young|Edward James Olmos|Joe Turkel,Ridley Scott,Man has made his match... now it's his problem.,117,Science Fiction|Drama|Thriller,1982-06-25,1982
8889,10500000,792910554,782410554,E.T. the Extra-Terrestrial,Henry Thomas|Drew Barrymore|Robert MacNaughton|Dee Wallace|Peter Coyote,Steven Spielberg,He is afraid. He is alone. He is three million light years from home.,115,Science Fiction|Adventure|Family|Fantasy,1982-04-03,1982
8890,10000000,13782838,3782838,The Thing,Kurt Russell|Keith David|Wilford Brimley|Donald Moffat|Richard Dysart,John Carpenter,Man is The Warmest Place to Hide.,109,Horror|Science Fiction|Mystery|Thriller,1982-06-25,1982
8891,15000000,125212904,110212904,First Blood,Sylvester Stallone|Richard Crenna|Brian Dennehy|Bill McKinney|Jack Starrett,Ted Kotcheff,This time he's fighting for his life.,93,Action|Adventure|Thriller|War,1982-10-22,1982
